               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 163,            0.090345,             0.15069,             0.02254,             0.46082,             0.34711,             0.34674,             0.19248,            0.088773,             0.22132,            0.029022,            0.004654,            0.004654,            0.004654
                 164,             0.09076,             0.15152,            0.022575,             0.45922,             0.34765,             0.34684,             0.19249,             0.08877,             0.22132,             0.02902,            0.004621,            0.004621,            0.004621
                 165,            0.090435,             0.15225,            0.022315,             0.45895,              0.3483,             0.34699,             0.19281,            0.088768,             0.22133,             0.02902,            0.004588,            0.004588,            0.004588
                 166,             0.09018,              0.1499,            0.022377,             0.45944,             0.34829,             0.34678,             0.19287,            0.088767,             0.22134,             0.02902,            0.004555,            0.004555,            0.004555
                 167,             0.09047,             0.15055,            0.022438,              0.4591,             0.34828,             0.34674,             0.19278,            0.088766,             0.22135,            0.029019,            0.004522,            0.004522,            0.004522
                 168,            0.090266,             0.14938,             0.02236,             0.45806,             0.34892,             0.34687,             0.19276,            0.088762,             0.22134,            0.029018,            0.004489,            0.004489,            0.004489
                 169,            0.090419,             0.14995,            0.022233,             0.45805,             0.34867,             0.34651,             0.19295,            0.088761,             0.22135,            0.029017,            0.004456,            0.004456,            0.004456
                 170,             0.09035,             0.15176,            0.022222,             0.45894,             0.34862,             0.34665,             0.19305,            0.088759,             0.22134,            0.029013,            0.004423,            0.004423,            0.004423
                 171,            0.090584,              0.1502,            0.022229,             0.46021,             0.34909,             0.34687,             0.19308,            0.088757,             0.22135,            0.029012,             0.00439,             0.00439,             0.00439
                 172,            0.090351,             0.14894,            0.022341,             0.45907,             0.35023,             0.34744,             0.19318,            0.088755,             0.22135,            0.029008,            0.004357,            0.004357,            0.004357
                 173,            0.090252,              0.1501,            0.022241,             0.45958,             0.35023,             0.34723,             0.19308,            0.088753,             0.22135,            0.029008,            0.004324,            0.004324,            0.004324
                 174,            0.090352,             0.15098,            0.022277,             0.45985,             0.35047,              0.3467,             0.19307,            0.088749,             0.22135,            0.029005,            0.004291,            0.004291,            0.004291
                 175,            0.090499,             0.14969,            0.022152,             0.45917,              0.3512,             0.34713,             0.19322,            0.088746,             0.22136,            0.029006,            0.004258,            0.004258,            0.004258
                 176,            0.090278,             0.14922,            0.022178,             0.45814,             0.35089,             0.34702,             0.19312,            0.088744,             0.22136,            0.029005,            0.004225,            0.004225,            0.004225
                 177,            0.090448,             0.15058,            0.022066,             0.45902,             0.35134,             0.34752,             0.19328,            0.088741,             0.22137,            0.029007,            0.004192,            0.004192,            0.004192
                 178,            0.089801,             0.14918,            0.022061,             0.45957,             0.35101,             0.34735,             0.19325,            0.088739,             0.22137,            0.029006,            0.004159,            0.004159,            0.004159
                 179,            0.090365,             0.14963,            0.022022,             0.46076,             0.35151,             0.34784,             0.19336,            0.088736,             0.22137,            0.029006,            0.004126,            0.004126,            0.004126
                 180,            0.090268,             0.15227,            0.021974,             0.46043,             0.35114,             0.34769,             0.19335,            0.088733,             0.22138,            0.029007,            0.004093,            0.004093,            0.004093
                 181,            0.090312,             0.15065,             0.02213,             0.45883,             0.35167,             0.34794,             0.19345,             0.08873,              0.2214,            0.029004,             0.00406,             0.00406,             0.00406
                 182,            0.090303,             0.15016,            0.021989,             0.45881,             0.35174,             0.34804,             0.19347,            0.088728,              0.2214,               0.029,            0.004027,            0.004027,            0.004027
                 183,            0.090313,             0.14897,            0.021981,             0.45876,             0.35151,             0.34793,             0.19346,            0.088726,              0.2214,            0.028999,            0.003994,            0.003994,            0.003994
                 184,            0.090303,             0.14966,            0.022117,             0.45739,             0.35256,             0.34819,             0.19369,            0.088725,              0.2214,            0.028997,            0.003961,            0.003961,            0.003961
                 185,            0.090013,             0.15082,            0.021909,               0.459,             0.35192,             0.34817,             0.19368,            0.088722,             0.22141,            0.028996,            0.003928,            0.003928,            0.003928
                 186,            0.090138,             0.14939,            0.022175,             0.45902,             0.35193,             0.34821,             0.19391,             0.08872,             0.22142,            0.028996,            0.003895,            0.003895,            0.003895
                 187,            0.090049,             0.15016,            0.022051,             0.45882,             0.35164,             0.34841,              0.1938,             0.08872,             0.22143,            0.028997,            0.003862,            0.003862,            0.003862
                 188,            0.089793,             0.14873,            0.021827,             0.45705,             0.35211,             0.34844,             0.19379,             0.08872,             0.22144,            0.028996,            0.003829,            0.003829,            0.003829
                 189,            0.090106,             0.15011,             0.02202,             0.45711,               0.352,             0.34852,             0.19401,            0.088718,             0.22144,            0.028994,            0.003796,            0.003796,            0.003796
                 190,            0.089867,             0.14982,            0.021975,             0.45678,             0.35198,             0.34838,              0.1941,            0.088717,             0.22144,            0.028995,            0.003763,            0.003763,            0.003763
                 191,            0.090267,             0.14939,            0.021822,             0.45701,             0.35189,             0.34842,             0.19413,            0.088717,             0.22145,            0.028994,             0.00373,             0.00373,             0.00373
                 192,            0.089933,             0.14876,            0.021845,             0.45593,              0.3525,              0.3487,             0.19417,            0.088714,             0.22145,            0.028994,            0.003697,            0.003697,            0.003697
                 193,            0.089446,             0.14831,            0.021848,             0.45472,             0.35322,             0.34886,             0.19429,            0.088711,             0.22146,            0.028995,            0.003664,            0.003664,            0.003664
                 194,            0.090328,             0.15083,            0.021986,             0.45666,              0.3527,             0.34878,             0.19429,             0.08871,             0.22146,            0.028996,            0.003631,            0.003631,            0.003631
                 195,            0.089817,             0.14975,            0.021864,             0.45613,             0.35347,             0.34908,             0.19434,            0.088708,             0.22147,            0.028996,            0.003598,            0.003598,            0.003598
                 196,            0.089727,             0.14868,            0.021917,             0.45737,             0.35265,              0.3488,             0.19422,            0.088708,             0.22148,            0.028996,            0.003565,            0.003565,            0.003565
                 197,            0.090105,             0.15021,             0.02194,             0.45605,             0.35343,             0.34916,             0.19439,            0.088706,             0.22148,            0.028997,            0.003532,            0.003532,            0.003532
                 198,            0.089879,             0.14876,            0.021803,              0.4563,             0.35348,             0.34915,             0.19448,            0.088705,             0.22149,            0.028996,            0.003499,            0.003499,            0.003499
                 199,             0.08975,             0.14872,            0.021919,             0.45639,             0.35342,             0.34935,              0.1945,            0.088704,              0.2215,            0.028996,            0.003466,            0.003466,            0.003466
                 200,            0.089908,             0.14916,            0.021895,             0.45663,              0.3533,             0.34941,             0.19464,            0.088702,             0.22152,            0.028997,            0.003433,            0.003433,            0.003433
                 201,            0.089843,             0.14931,            0.021776,             0.45675,             0.35304,             0.34956,             0.19469,              0.0887,             0.22153,            0.028995,              0.0034,              0.0034,              0.0034
                 202,            0.089573,             0.14786,            0.021691,              0.4565,             0.35291,             0.34952,             0.19478,              0.0887,             0.22154,            0.028996,            0.003367,            0.003367,            0.003367
                 203,            0.089549,             0.14972,            0.021797,             0.45732,             0.35348,             0.34949,             0.19465,            0.088701,             0.22156,            0.028994,            0.003334,            0.003334,            0.003334
                 204,            0.089654,             0.14815,            0.021608,             0.45667,             0.35332,             0.34941,             0.19476,            0.088702,             0.22157,            0.028995,            0.003301,            0.003301,            0.003301
                 205,             0.08992,             0.14874,            0.021755,             0.45509,             0.35405,             0.34926,             0.19464,            0.088701,             0.22159,            0.028995,            0.003268,            0.003268,            0.003268
                 206,            0.089793,             0.14837,            0.021792,             0.45695,             0.35332,             0.34927,             0.19463,            0.088701,              0.2216,            0.028995,            0.003235,            0.003235,            0.003235
                 207,            0.089752,             0.14867,            0.021615,             0.45739,             0.35335,             0.34931,             0.19485,            0.088702,             0.22161,            0.028996,            0.003202,            0.003202,            0.003202
                 208,            0.090039,             0.14931,            0.021544,             0.45756,             0.35326,             0.34919,             0.19471,            0.088702,             0.22163,            0.028998,            0.003169,            0.003169,            0.003169
                 209,            0.089638,              0.1476,            0.021673,             0.45675,             0.35421,              0.3494,             0.19475,            0.088701,             0.22164,            0.028999,            0.003136,            0.003136,            0.003136
                 210,            0.089985,             0.15029,             0.02153,             0.45669,             0.35402,             0.34938,             0.19482,            0.088701,             0.22166,            0.028999,            0.003103,            0.003103,            0.003103
                 211,             0.08956,             0.14786,            0.021448,             0.45812,             0.35333,             0.34924,             0.19473,            0.088701,             0.22167,            0.028999,             0.00307,             0.00307,             0.00307
                 212,            0.089469,             0.14788,            0.021583,             0.45672,             0.35364,             0.34924,             0.19461,            0.088701,             0.22169,               0.029,            0.003037,            0.003037,            0.003037
                 213,            0.089631,             0.14898,            0.021434,             0.45834,             0.35292,             0.34914,             0.19444,            0.088702,              0.2217,            0.029003,            0.003004,            0.003004,            0.003004
                 214,            0.089694,             0.14892,            0.021632,             0.45711,             0.35343,             0.34913,             0.19437,            0.088701,             0.22172,            0.029004,            0.002971,            0.002971,            0.002971
                 215,            0.089773,              0.1487,            0.021408,              0.4556,             0.35415,             0.34923,             0.19448,            0.088702,             0.22174,            0.029005,            0.002938,            0.002938,            0.002938
                 216,            0.089869,             0.14914,            0.021638,             0.45567,             0.35411,             0.34915,             0.19436,            0.088703,             0.22177,            0.029006,            0.002905,            0.002905,            0.002905
                 217,            0.089506,             0.14853,            0.021489,             0.45526,             0.35394,             0.34925,              0.1943,            0.088703,             0.22178,            0.029004,            0.002872,            0.002872,            0.002872
                 218,            0.089519,             0.14891,            0.021567,              0.4554,             0.35373,             0.34911,             0.19429,            0.088704,              0.2218,            0.029004,            0.002839,            0.002839,            0.002839
                 219,            0.089443,             0.14687,            0.021289,             0.45626,             0.35375,              0.3493,             0.19456,            0.088705,             0.22181,            0.029006,            0.002806,            0.002806,            0.002806
                 220,            0.089429,               0.147,            0.021426,             0.45715,             0.35392,             0.34931,             0.19451,            0.088707,             0.22183,            0.029007,            0.002773,            0.002773,            0.002773
                 221,            0.089692,             0.14651,            0.021419,             0.45877,             0.35329,              0.3493,             0.19451,            0.088708,             0.22186,            0.029009,             0.00274,             0.00274,             0.00274
                 222,            0.089887,             0.14939,            0.021457,             0.45764,             0.35235,             0.34929,              0.1945,            0.088708,             0.22187,             0.02901,            0.002707,            0.002707,            0.002707
                 223,            0.089204,             0.14689,             0.02134,             0.45743,             0.35357,             0.34924,             0.19451,            0.088708,             0.22189,            0.029012,            0.002674,            0.002674,            0.002674
                 224,            0.089365,              0.1476,            0.021279,             0.45843,             0.35397,             0.34925,             0.19459,            0.088709,              0.2219,            0.029012,            0.002641,            0.002641,            0.002641
                 225,            0.089797,             0.15033,            0.021388,              0.4589,             0.35392,             0.34931,             0.19469,             0.08871,             0.22192,            0.029014,            0.002608,            0.002608,            0.002608
                 226,            0.089339,             0.14748,            0.021309,             0.45877,             0.35409,             0.34925,             0.19475,             0.08871,             0.22194,            0.029016,            0.002575,            0.002575,            0.002575
                 227,            0.089846,             0.14821,            0.021308,             0.46003,             0.35385,             0.34936,             0.19465,            0.088709,             0.22195,            0.029019,            0.002542,            0.002542,            0.002542
                 228,            0.088664,              0.1448,            0.021189,             0.45879,             0.35469,             0.34945,             0.19457,            0.088709,             0.22197,            0.029022,            0.002509,            0.002509,            0.002509
                 229,             0.08921,             0.14657,            0.021233,             0.45952,              0.3544,             0.34932,             0.19454,            0.088709,             0.22199,            0.029024,            0.002476,            0.002476,            0.002476
                 230,            0.089538,             0.14826,            0.021121,             0.45801,             0.35559,             0.34954,             0.19463,            0.088708,             0.22202,            0.029026,            0.002443,            0.002443,            0.002443
                 231,            0.088889,             0.14659,            0.021117,             0.45818,             0.35531,              0.3496,              0.1947,            0.088709,             0.22203,            0.029028,             0.00241,             0.00241,             0.00241
                 232,            0.088957,             0.14676,            0.021159,             0.45895,             0.35514,             0.34962,             0.19473,            0.088708,             0.22205,            0.029028,            0.002377,            0.002377,            0.002377
                 233,            0.089116,              0.1474,            0.021072,             0.45982,             0.35397,             0.34957,             0.19477,            0.088709,             0.22208,             0.02903,            0.002344,            0.002344,            0.002344
                 234,            0.089437,             0.14792,            0.021336,             0.45982,               0.354,             0.34968,              0.1948,             0.08871,             0.22209,            0.029033,            0.002311,            0.002311,            0.002311
                 235,            0.088897,              0.1466,             0.02114,             0.46065,             0.35386,             0.34963,             0.19477,            0.088711,             0.22212,            0.029035,            0.002278,            0.002278,            0.002278
                 236,            0.089246,             0.14809,            0.021061,             0.46096,             0.35393,             0.34967,             0.19478,            0.088712,             0.22215,            0.029039,            0.002245,            0.002245,            0.002245
                 237,            0.089134,             0.14776,            0.020936,             0.46132,              0.3537,             0.34969,             0.19482,            0.088711,             0.22219,            0.029041,            0.002212,            0.002212,            0.002212
                 238,            0.089152,             0.14734,            0.021169,             0.46101,              0.3534,             0.34971,              0.1948,            0.088712,             0.22222,            0.029044,            0.002179,            0.002179,            0.002179
                 239,            0.089581,             0.14609,            0.020999,             0.46116,             0.35338,             0.34975,             0.19476,            0.088713,             0.22224,            0.029045,            0.002146,            0.002146,            0.002146
                 240,            0.088885,             0.14736,            0.021022,             0.46327,              0.3529,             0.34992,             0.19486,            0.088713,             0.22227,            0.029046,            0.002113,            0.002113,            0.002113
                 241,            0.089156,             0.14626,            0.021139,             0.46153,             0.35347,             0.34958,             0.19471,            0.088714,             0.22229,            0.029048,             0.00208,             0.00208,             0.00208
                 242,             0.08887,             0.14535,            0.021036,             0.46201,             0.35339,             0.34946,             0.19467,            0.088715,             0.22232,            0.029051,            0.002047,            0.002047,            0.002047
                 243,             0.08932,             0.14625,            0.021043,             0.46007,             0.35365,             0.34939,              0.1945,            0.088717,             0.22235,            0.029054,            0.002014,            0.002014,            0.002014
                 244,            0.088915,             0.14499,            0.020857,             0.46082,             0.35384,             0.34925,             0.19432,            0.088719,             0.22237,            0.029057,            0.001981,            0.001981,            0.001981
                 245,            0.089166,             0.14621,            0.021048,             0.46151,             0.35392,              0.3493,             0.19452,             0.08872,              0.2224,            0.029057,            0.001948,            0.001948,            0.001948
                 246,            0.089027,             0.14577,            0.020899,              0.4614,             0.35371,             0.34935,             0.19449,            0.088722,             0.22243,             0.02906,            0.001915,            0.001915,            0.001915
                 247,            0.089391,             0.14699,            0.020973,             0.46166,             0.35404,             0.34945,             0.19448,            0.088724,             0.22247,            0.029062,            0.001882,            0.001882,            0.001882
                 248,            0.088941,             0.14671,            0.020942,             0.46176,             0.35388,             0.34932,             0.19444,            0.088726,             0.22249,            0.029064,            0.001849,            0.001849,            0.001849
                 249,            0.089699,             0.14722,            0.020943,              0.4616,             0.35387,              0.3494,             0.19449,            0.088728,             0.22252,            0.029065,            0.001816,            0.001816,            0.001816
                 250,            0.088925,             0.14568,            0.020888,             0.46184,             0.35412,             0.34939,             0.19449,             0.08873,             0.22256,            0.029066,            0.001783,            0.001783,            0.001783
                 251,            0.089125,             0.14598,             0.02094,             0.46189,             0.35403,             0.34941,             0.19455,            0.088732,             0.22259,            0.029066,             0.00175,             0.00175,             0.00175
                 252,            0.088636,             0.14537,            0.020768,             0.46259,             0.35454,             0.34937,             0.19452,            0.088735,             0.22261,            0.029067,            0.001717,            0.001717,            0.001717
                 253,            0.089262,             0.14781,            0.020888,             0.46225,             0.35391,             0.34936,             0.19465,            0.088737,             0.22263,            0.029071,            0.001684,            0.001684,            0.001684
                 254,            0.088753,             0.14465,            0.020708,             0.46119,             0.35504,             0.34933,             0.19467,            0.088738,             0.22266,            0.029073,            0.001651,            0.001651,            0.001651
                 255,            0.088634,             0.14396,            0.020816,             0.46101,             0.35465,             0.34918,             0.19459,            0.088739,              0.2227,            0.029077,            0.001618,            0.001618,            0.001618
                 256,            0.088743,             0.14694,            0.020625,             0.46162,             0.35508,             0.34911,             0.19463,            0.088741,             0.22273,             0.02908,            0.001585,            0.001585,            0.001585
                 257,            0.088409,             0.14481,            0.020606,             0.46185,             0.35549,             0.34906,             0.19456,            0.088742,             0.22275,            0.029082,            0.001552,            0.001552,            0.001552
                 258,            0.088804,             0.14495,            0.020569,             0.46216,             0.35565,             0.34925,             0.19467,            0.088745,             0.22279,            0.029082,            0.001519,            0.001519,            0.001519
                 259,            0.089277,             0.14615,            0.020725,             0.46071,             0.35618,             0.34931,             0.19458,            0.088749,             0.22282,            0.029083,            0.001486,            0.001486,            0.001486
                 260,            0.088745,             0.14459,            0.020683,             0.46084,              0.3561,             0.34926,              0.1945,            0.088752,             0.22284,            0.029085,            0.001453,            0.001453,            0.001453
                 261,            0.088489,             0.14458,            0.020702,             0.46076,             0.35604,             0.34923,             0.19451,            0.088754,             0.22288,            0.029087,             0.00142,             0.00142,             0.00142
                 262,             0.08822,             0.14381,            0.020565,             0.46135,             0.35596,             0.34905,             0.19449,            0.088756,             0.22291,            0.029088,            0.001387,            0.001387,            0.001387
                 263,            0.087958,             0.14497,            0.020533,              0.4618,             0.35595,             0.34916,             0.19453,            0.088759,             0.22295,            0.029092,            0.001354,            0.001354,            0.001354
                 264,            0.088541,             0.14444,            0.020639,             0.46197,              0.3561,             0.34922,             0.19451,            0.088761,             0.22299,            0.029094,            0.001321,            0.001321,            0.001321
                 265,            0.088253,             0.14429,             0.02058,             0.46202,             0.35608,             0.34898,             0.19448,            0.088762,             0.22303,            0.029097,            0.001288,            0.001288,            0.001288
                 266,            0.088235,             0.14273,            0.020533,             0.45973,             0.35667,             0.34871,             0.19435,            0.088766,             0.22305,            0.029099,            0.001255,            0.001255,            0.001255
                 267,            0.088697,             0.14508,              0.0205,             0.46117,             0.35537,             0.34883,             0.19438,            0.088769,             0.22307,            0.029102,            0.001222,            0.001222,            0.001222
                 268,            0.088265,             0.14272,            0.020597,             0.46028,             0.35637,             0.34883,             0.19448,            0.088772,             0.22312,            0.029104,            0.001189,            0.001189,            0.001189
                 269,            0.087928,             0.14267,            0.020275,             0.46076,             0.35677,             0.34882,             0.19443,            0.088774,             0.22315,            0.029106,            0.001156,            0.001156,            0.001156
                 270,            0.088662,             0.14498,            0.020313,               0.461,             0.35658,             0.34877,              0.1946,            0.088778,             0.22319,            0.029108,            0.001123,            0.001123,            0.001123
                 271,            0.088523,             0.14334,            0.020537,             0.46047,             0.35596,             0.34854,             0.19449,             0.08878,             0.22323,            0.029112,             0.00109,             0.00109,             0.00109
                 272,            0.088393,             0.14466,            0.020448,             0.46231,             0.35553,             0.34864,             0.19463,            0.088783,             0.22326,            0.029115,            0.001057,            0.001057,            0.001057
                 273,            0.088565,             0.14404,            0.020279,             0.46059,             0.35608,              0.3486,             0.19457,            0.088786,             0.22331,            0.029118,            0.001024,            0.001024,            0.001024
                 274,            0.088185,             0.14219,            0.020437,             0.46088,             0.35616,             0.34838,             0.19454,            0.088788,             0.22335,            0.029119,            0.000991,            0.000991,            0.000991
                 275,            0.089058,             0.14539,            0.020447,             0.46049,             0.35623,             0.34851,             0.19464,            0.088791,             0.22338,            0.029122,            0.000958,            0.000958,            0.000958
                 276,            0.088314,             0.14324,            0.020336,             0.46008,             0.35618,             0.34844,             0.19459,            0.088793,             0.22342,            0.029125,            0.000925,            0.000925,            0.000925
                 277,            0.088936,             0.14502,             0.02046,             0.46058,             0.35618,             0.34845,             0.19467,            0.088795,             0.22346,            0.029127,            0.000892,            0.000892,            0.000892
                 278,            0.088655,             0.14388,            0.020203,             0.46097,             0.35606,             0.34843,             0.19469,            0.088797,             0.22349,             0.02913,            0.000859,            0.000859,            0.000859
                 279,            0.088044,              0.1426,            0.020213,             0.46237,              0.3552,             0.34854,             0.19477,            0.088798,             0.22353,            0.029132,            0.000826,            0.000826,            0.000826
                 280,            0.088305,             0.14269,            0.020243,             0.46147,              0.3551,             0.34836,             0.19462,            0.088801,             0.22358,            0.029137,            0.000793,            0.000793,            0.000793
                 281,            0.088106,             0.14327,            0.020287,             0.46073,             0.35624,             0.34836,             0.19484,            0.088802,             0.22362,             0.02914,             0.00076,             0.00076,             0.00076
                 282,            0.088464,             0.14428,            0.020266,             0.46044,              0.3555,             0.34843,             0.19486,            0.088806,             0.22368,            0.029143,            0.000727,            0.000727,            0.000727
                 283,            0.088038,             0.14187,             0.02034,             0.46088,             0.35527,             0.34837,             0.19486,            0.088808,             0.22372,            0.029146,            0.000694,            0.000694,            0.000694
                 284,            0.088212,             0.14393,             0.02031,             0.46141,             0.35367,             0.34839,             0.19479,            0.088811,             0.22377,            0.029148,            0.000661,            0.000661,            0.000661
                 285,            0.088458,             0.14294,            0.020228,             0.46151,             0.35398,             0.34842,             0.19486,            0.088814,              0.2238,            0.029151,            0.000628,            0.000628,            0.000628
                 286,            0.088545,             0.14368,            0.020095,             0.46143,             0.35374,             0.34844,             0.19477,            0.088815,             0.22383,            0.029153,            0.000595,            0.000595,            0.000595
                 287,            0.088216,             0.14293,            0.020145,             0.46155,             0.35393,             0.34844,             0.19475,            0.088816,             0.22387,            0.029156,            0.000562,            0.000562,            0.000562
                 288,            0.088057,              0.1421,            0.020151,             0.46139,             0.35387,             0.34837,             0.19479,            0.088818,             0.22389,            0.029158,            0.000529,            0.000529,            0.000529
                 289,            0.088352,             0.14327,            0.020104,             0.46171,             0.35361,             0.34848,             0.19476,            0.088819,             0.22394,            0.029159,            0.000496,            0.000496,            0.000496
                 290,            0.088619,              0.1452,            0.020245,             0.46228,             0.35392,             0.34836,             0.19468,            0.088822,             0.22398,            0.029161,            0.000463,            0.000463,            0.000463
                 291,            0.087976,             0.14216,            0.020243,             0.46199,             0.35396,             0.34848,             0.19481,            0.088822,             0.22402,            0.029162,             0.00043,             0.00043,             0.00043
                 292,            0.087891,             0.14192,            0.020014,             0.46192,             0.35422,             0.34858,              0.1948,            0.088822,             0.22403,            0.029165,            0.000397,            0.000397,            0.000397
                 293,            0.088067,             0.14294,            0.020086,             0.46148,             0.35406,              0.3485,             0.19474,            0.088824,             0.22408,            0.029167,            0.000364,            0.000364,            0.000364
                 294,            0.088424,             0.14319,            0.020212,             0.46095,             0.35369,             0.34848,             0.19466,            0.088827,             0.22412,             0.02917,            0.000331,            0.000331,            0.000331
                 295,            0.088047,             0.14213,            0.020064,             0.46064,             0.35347,             0.34839,             0.19456,            0.088828,             0.22416,            0.029175,            0.000298,            0.000298,            0.000298
                 296,            0.087781,              0.1421,            0.020096,             0.45988,             0.35298,             0.34845,             0.19465,            0.088831,             0.22419,            0.029177,            0.000265,            0.000265,            0.000265
                 297,            0.088058,             0.14148,            0.019855,             0.45923,             0.35249,             0.34837,              0.1946,            0.088833,             0.22421,            0.029179,            0.000232,            0.000232,            0.000232
                 298,            0.088399,               0.142,            0.020242,             0.46016,              0.3527,             0.34827,             0.19459,            0.088833,             0.22423,            0.029181,            0.000199,            0.000199,            0.000199
                 299,            0.088436,             0.14267,            0.019989,             0.46001,             0.35276,             0.34832,             0.19457,            0.088834,             0.22426,            0.029184,            0.000166,            0.000166,            0.000166
